Row:File_name Column:Retention_time[s],1.8,2.2,2.3,2.4,5.2,5.4,6.0,6.4,6.8,7.6,8.0,8.9,9.3,9.7,10.6,11.1,11.8,12.1,12.7,13.2,14.2,15.5,15.8,16.0,16.4,16.8,17.5,18.0,18.4,18.7,19.1,19.4,20.9,21.4,22.0,22.5,23.0,27.7,29.5,44.8,Total_Peak
/sample001,7279,25328,11446,7009,6708,11848,11169,29397,140958,733341,0,4017,170679,51876,1975,58823,14526,11884,2376,2606,155332,10948,1770,7285,20262,13500,2026,1624,5371,11146,2162,14809,1512,0,65337,2109,8148,0,1929,7788,1636303,
/sample002,6988,23823,10864,6658,6276,11628,10232,27583,131559,676868,0,3528,132814,48528,1992,47162,12349,10152,1833,2127,132921,8951,0,4755,13395,10175,1584,1603,4839,9337,2023,12310,0,1444,55191,2366,6682,0,1353,7197,1449090,
/sample003,7320,24923,12090,7276,5919,11202,9809,26211,124148,624150,3089,3063,156277,45945,2268,55820,13092,10458,2375,2312,143560,9709,1014,5242,17205,11180,2370,2081,5856,11965,2157,17263,1459,3133,72269,2979,8903,1469,1582,7275,1476418,
