[Header]
Application Name	LabSolutions
Version	5.71 SP1
Data File Name	C:\LabSolutions\Data\LC-1\ikeda\20190812\‰–”Z“x•Ê005.lcd
Output Date	2019/08/13
Output Time	18:42:06

[Configuration]
Instrument Name	LC-1_PDA
Instrument #	1
Line #	1
# of Detectors	1
Detector ID	PDA
Detector Name	PDA
# of Channels	1

[Peak Table(PDA-Ch1)]
# of Peaks	42
Peak#	R.Time	I.Time	F.Time	Area	Height	A/H	Conc.	Mark	ID#	Name	k'	Plate #	Plate Ht.	Tailing	Resolution	Sep.Factor	Area Ratio	Height Ratio	Conc. %	Norm Conc.
18	12.138	11.989	12.416	16314	1275	12.796	0.751	 V 			5.627	16499	9.091	0.000	0.828	1.032	0	0	0.000	0.000
19	12.696	12.416	12.949	7152	580	12.323	0.329	   			5.931	21982	6.824	0.895	1.548	1.054	0	0	0.000	0.000
20	13.154	12.960	13.419	3861	327	11.800	0.178	   			6.182	24062	6.234	1.087	1.345	1.042	0	0	0.000	0.000
21	14.215	13.589	14.805	203417	16100	12.635	9.369	   			6.761	30620	4.899	1.104	3.194	1.094	0	0	0.000	0.000
22	15.483	15.211	15.680	15289	1233	12.401	0.704	   			7.453	33655	4.457	0.000	3.828	1.102	0	0	0.000	0.000
23	15.795	15.680	15.872	2782	296	9.411	0.128	 V 			7.624	15875	9.449	0.000	0.745	1.023	0	0	0.000	0.000
24	16.027	15.872	16.181	9552	796	11.993	0.440	 V 			7.750	32593	4.602	0.000	0.542	1.017	0	0	0.000	0.000
25	16.382	16.181	16.587	30636	2761	11.095	1.411	 V 			7.944	47289	3.172	0.000	1.081	1.025	0	0	0.000	0.000
26	16.746	16.587	17.013	8553	657	13.017	0.394	 V 			8.143	31726	4.728	0.000	1.075	1.025	0	0	0.000	0.000
27	17.505	17.237	17.643	2018	178	11.326	0.093	   			8.557	50148	2.991	0.785	2.205	1.051	0	0	0.000	0.000
28	18.038	17.856	18.187	2881	257	11.222	0.133	   			8.848	42642	3.518	0.000	1.608	1.034	0	0	0.000	0.000
29	18.421	18.187	18.507	7980	672	11.879	0.368	 V 			9.057	4764	31.489	0.000	0.542	1.024	0	0	0.000	0.000
30	18.649	18.507	18.880	17443	1531	11.392	0.803	 V 			9.182	46768	3.207	0.000	0.322	1.014	0	0	0.000	0.000
31	19.061	18.901	19.157	2242	207	10.837	0.103	   			9.407	0	0.000	0.000	0.000	1.025	0	0	0.000	0.000
32	19.357	19.157	19.861	26865	2098	12.802	1.237	 V 			9.569	62113	2.415	0.000	0.000	1.017	0	0	0.000	0.000
33	20.085	19.947	20.203	1280	113	11.378	0.059	   			9.966	5217	28.754	0.000	1.023	1.042	0	0	0.000	0.000
34	20.265	20.203	20.437	1465	174	8.422	0.067	 V 			10.064	82813	1.811	0.000	0.258	1.010	0	0	0.000	0.000
35	20.897	20.704	21.109	2505	251	9.974	0.115	   			10.409	83001	1.807	1.010	2.209	1.034	0	0	0.000	0.000
36	21.433	21.120	21.643	5563	422	13.177	0.256	   			10.702	55796	2.688	0.797	1.643	1.028	0	0	0.000	0.000
37	22.001	21.643	22.261	119696	11523	10.387	5.513	   			11.012	95862	1.565	0.921	1.754	1.029	0	0	0.000	0.000
38	22.469	22.261	22.656	5383	484	11.123	0.248	   			11.267	76853	1.952	0.947	1.539	1.023	0	0	0.000	0.000
39	23.011	22.763	23.307	10562	972	10.867	0.486	   			11.563	96391	1.556	0.975	1.746	1.026	0	0	0.000	0.000
40	27.715	27.520	27.979	2816	240	11.755	0.130	   			14.131	117872	1.273	1.150	15.190	1.222	0	0	0.000	0.000
41	29.506	29.355	29.728	1624	173	9.405	0.075	   			15.110	217886	0.688	1.038	6.223	1.069	0	0	0.000	0.000
42	44.884	44.491	44.960	7482	274	27.307	0.345	   			23.505	168492	0.890	0.599	44.557	1.556	0	0	0.000	0.000

